"decimalLongitude","decimalLatitude","gbifID","accessRights","bibliographicCitation","language","license","modified","publisher","references","rightsHolder","type","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","ownerInstitutionCode","basisOfRecord","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","catalogNumber","recordNumber","recordedBy","recordedByID","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","caste","behavior","vitality","establishmentMeans","degreeOfEstablishment","pathway","georeferenceVerificationStatus","occurrenceStatus","preparations","disposition","associatedOccurrences","associatedReferences","associatedSequences","associatedTaxa","otherCatalogNumbers","occurrenceRemarks","organismID","organismName","organismScope","associatedOrganisms","previousIdentifications","organismRemarks","materialEntityID","materialEntityRemarks","verbatimLabel","materialSampleID","eventID","parentEventID","eventType","fieldNumber","eventDate","eventTime","startDayOfYear","endDayOfYear","year","month","day","verbatimEventDate","habitat","samplingProtocol","sampleSizeValue","sampleSizeUnit","samplingEffort","fieldNotes","eventRemarks","locationID","higherGeographyID","higherGeography","continent","waterBody","islandGroup","island","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","verticalDatum","verbatimDepth","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinateSystem","verbatimSRS","footprintWKT","footprintSRS","footprintSpatialFit","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceRemarks","geologicalContextID","earliestEonOrLowestEonothem","latestEonOrHighestEonothem","earliestEraOrLowestErathem","latestEraOrHighestErathem","earliestPeriodOrLowestSystem","latestPeriodOrHighestSystem","earliestEpochOrLowestSeries","latestEpochOrHighestSeries","earliestAgeOrLowestStage","latestAgeOrHighestStage","lowestBiostratigraphicZone","highestBiostratigraphicZone","lithostratigraphicTerms","group","formation","member","bed","identificationID","verbatimIdentification","identificationQualifier","typeStatus","identifiedBy","identifiedByID","dateIdentified","identificationReferences","identificationVerificationStatus","identificationRemarks","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","superfamily","family","subfamily","tribe","subtribe","genus","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","taxonRank","verbatimTaxonRank","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","datasetKey","publishingCountry","lastInterpreted","elevation","elevationAccuracy","depth","depthAccuracy","distanceFromCentroidInMeters","issue","mediaType","hasCoordinate","hasGeospatialIssues","taxonKey","acceptedTaxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","subgenusKey","speciesKey","species","acceptedScientificName","verbatimScientificName","typifiedName","protocol","lastParsed","lastCrawled","repatriated","relativeOrganismQuantity","projectId","isSequenced","gbifRegion","publishedByGbifRegion","level0Gid","level0Name","level1Gid","level1Name","level2Gid","level2Name","level3Gid","level3Name","iucnRedListCategory"
-89.81,40.03,1264852846,NA,NA,NA,"CC0_1_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MATERIAL_CITATION",NA,NA,NA,3338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NORTH_AMERICA",NA,NA,NA,"US",NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aedes albopictus (Skuse, 1894)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Diptera",NA,"Culicidae",NA,NA,NA,"Aedes","Aedes",NA,NA,"albopictus",NA,NA,"SPECIES",NA,NA,NA,"ACCEPTED",NA,NA,"33614778-513a-4ec0-814d-125021cca5fe","GB","2025-02-02T16:31:26.099Z",NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_UNPARSABLE",NA,"true","false",1651430,1651430,1,54,216,811,3346,7924646,NA,1651430,"Aedes albopictus","Aedes albopictus (Skuse, 1894)","Aedes albopictus",NA,"DWC_ARCHIVE","2025-02-02T16:31:26.099Z","2025-01-24T08:50:12.886Z","true",NA,NA,"false","NORTH_AMERICA","EUROPE","USA","United States","USA.14_1","Illinois","USA.14.66_1","Menard","","","NE"
-88.92,38.65,1264852832,NA,NA,NA,"CC0_1_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MATERIAL_CITATION",NA,NA,NA,3341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NORTH_AMERICA",NA,NA,NA,"US",NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aedes albopictus (Skuse, 1894)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Diptera",NA,"Culicidae",NA,NA,NA,"Aedes","Aedes",NA,NA,"albopictus",NA,NA,"SPECIES",NA,NA,NA,"ACCEPTED",NA,NA,"33614778-513a-4ec0-814d-125021cca5fe","GB","2025-02-02T16:31:26.092Z",NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_UNPARSABLE",NA,"true","false",1651430,1651430,1,54,216,811,3346,7924646,NA,1651430,"Aedes albopictus","Aedes albopictus (Skuse, 1894)","Aedes albopictus",NA,"DWC_ARCHIVE","2025-02-02T16:31:26.092Z","2025-01-24T08:50:12.886Z","true",NA,NA,"false","NORTH_AMERICA","EUROPE","USA","United States","USA.14_1","Illinois","USA.14.59_1","Marion","","","NE"
-88.85,40.49,1264852823,NA,NA,NA,"CC0_1_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MATERIAL_CITATION",NA,NA,NA,3337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NORTH_AMERICA",NA,NA,NA,"US",NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aedes albopictus (Skuse, 1894)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Diptera",NA,"Culicidae",NA,NA,NA,"Aedes","Aedes",NA,NA,"albopictus",NA,NA,"SPECIES",NA,NA,NA,"ACCEPTED",NA,NA,"33614778-513a-4ec0-814d-125021cca5fe","GB","2025-02-02T16:31:26.065Z",NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_UNPARSABLE",NA,"true","false",1651430,1651430,1,54,216,811,3346,7924646,NA,1651430,"Aedes albopictus","Aedes albopictus (Skuse, 1894)","Aedes albopictus",NA,"DWC_ARCHIVE","2025-02-02T16:31:26.065Z","2025-01-24T08:50:12.886Z","true",NA,NA,"false","NORTH_AMERICA","EUROPE","USA","United States","USA.14_1","Illinois","USA.14.65_1","McLean","","","NE"
-88.49,38.76,1264852816,NA,NA,NA,"CC0_1_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MATERIAL_CITATION",NA,NA,NA,3345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,NA,NA,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NORTH_AMERICA",NA,NA,NA,"US",NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aedes albopictus (Skuse, 1894)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Diptera",NA,"Culicidae",NA,NA,NA,"Aedes","Aedes",NA,NA,"albopictus",NA,NA,"SPECIES",NA,NA,NA,"ACCEPTED",NA,NA,"33614778-513a-4ec0-814d-125021cca5fe","GB","2025-02-02T16:31:26.064Z",NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_UNPARSABLE",NA,"true","false",1651430,1651430,1,54,216,811,3346,7924646,NA,1651430,"Aedes albopictus","Aedes albopictus (Skuse, 1894)","Aedes albopictus",NA,"DWC_ARCHIVE","2025-02-02T16:31:26.064Z","2025-01-24T08:50:12.886Z","true",NA,NA,"false","NORTH_AMERICA","EUROPE","USA","United States","USA.14_1","Illinois","USA.14.13_1","Clay","","","NE"
-88.93,38.3,1264852813,NA,NA,NA,"CC0_1_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MATERIAL_CITATION",NA,NA,NA,3415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA,NA,NA,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NORTH_AMERICA",NA,NA,NA,"US",NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aedes albopictus (Skuse, 1894)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Diptera",NA,"Culicidae",NA,NA,NA,"Aedes","Aedes",NA,NA,"albopictus",NA,NA,"SPECIES",NA,NA,NA,"ACCEPTED",NA,NA,"33614778-513a-4ec0-814d-125021cca5fe","GB","2025-02-02T16:31:26.064Z",NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_UNPARSABLE",NA,"true","false",1651430,1651430,1,54,216,811,3346,7924646,NA,1651430,"Aedes albopictus","Aedes albopictus (Skuse, 1894)","Aedes albopictus",NA,"DWC_ARCHIVE","2025-02-02T16:31:26.064Z","2025-01-24T08:50:12.886Z","true",NA,NA,"false","NORTH_AMERICA","EUROPE","USA","United States","USA.14_1","Illinois","USA.14.41_1","Jefferson","","","NE"
-89.93,39.26,1264852809,NA,NA,NA,"CC0_1_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MATERIAL_CITATION",NA,NA,NA,3340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,NA,NA,NA,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NORTH_AMERICA",NA,NA,NA,"US",NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aedes albopictus (Skuse, 1894)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Diptera",NA,"Culicidae",NA,NA,NA,"Aedes","Aedes",NA,NA,"albopictus",NA,NA,"SPECIES",NA,NA,NA,"ACCEPTED",NA,NA,"33614778-513a-4ec0-814d-125021cca5fe","GB","2025-02-02T16:31:26.068Z",NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_UNPARSABLE",NA,"true","false",1651430,1651430,1,54,216,811,3346,7924646,NA,1651430,"Aedes albopictus","Aedes albopictus (Skuse, 1894)","Aedes albopictus",NA,"DWC_ARCHIVE","2025-02-02T16:31:26.068Z","2025-01-24T08:50:12.886Z","true",NA,NA,"false","NORTH_AMERICA","EUROPE","USA","United States","USA.14_1","Illinois","USA.14.57_1","Macoupin","","","NE"
-89.76,40.79,1264852799,NA,NA,NA,"CC0_1_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MATERIAL_CITATION",NA,NA,NA,3336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA,NA,NA,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NORTH_AMERICA",NA,NA,NA,"US",NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aedes albopictus (Skuse, 1894)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Diptera",NA,"Culicidae",NA,NA,NA,"Aedes","Aedes",NA,NA,"albopictus",NA,NA,"SPECIES",NA,NA,NA,"ACCEPTED",NA,NA,"33614778-513a-4ec0-814d-125021cca5fe","GB","2025-02-02T16:31:25.972Z",NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_UNPARSABLE",NA,"true","false",1651430,1651430,1,54,216,811,3346,7924646,NA,1651430,"Aedes albopictus","Aedes albopictus (Skuse, 1894)","Aedes albopictus",NA,"DWC_ARCHIVE","2025-02-02T16:31:25.972Z","2025-01-24T08:50:12.886Z","true",NA,NA,"false","NORTH_AMERICA","EUROPE","USA","United States","USA.14_1","Illinois","USA.14.73_1","Peoria","","","NE"
-89.37,40.13,1264852796,NA,NA,NA,"CC0_1_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MATERIAL_CITATION",NA,NA,NA,3339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NORTH_AMERICA",NA,NA,NA,"US",NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aedes albopictus (Skuse, 1894)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Diptera",NA,"Culicidae",NA,NA,NA,"Aedes","Aedes",NA,NA,"albopictus",NA,NA,"SPECIES",NA,NA,NA,"ACCEPTED",NA,NA,"33614778-513a-4ec0-814d-125021cca5fe","GB","2025-02-02T16:31:26.030Z",NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_UNPARSABLE",NA,"true","false",1651430,1651430,1,54,216,811,3346,7924646,NA,1651430,"Aedes albopictus","Aedes albopictus (Skuse, 1894)","Aedes albopictus",NA,"DWC_ARCHIVE","2025-02-02T16:31:26.030Z","2025-01-24T08:50:12.886Z","true",NA,NA,"false","NORTH_AMERICA","EUROPE","USA","United States","USA.14_1","Illinois","USA.14.55_1","Logan","","","NE"
-88.97,39.86,1264852792,NA,NA,NA,"CC0_1_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MATERIAL_CITATION",NA,NA,NA,3344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,NA,NA,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NORTH_AMERICA",NA,NA,NA,"US",NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aedes albopictus (Skuse, 1894)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Diptera",NA,"Culicidae",NA,NA,NA,"Aedes","Aedes",NA,NA,"albopictus",NA,NA,"SPECIES",NA,NA,NA,"ACCEPTED",NA,NA,"33614778-513a-4ec0-814d-125021cca5fe","GB","2025-02-02T16:31:26.029Z",NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_UNPARSABLE",NA,"true","false",1651430,1651430,1,54,216,811,3346,7924646,NA,1651430,"Aedes albopictus","Aedes albopictus (Skuse, 1894)","Aedes albopictus",NA,"DWC_ARCHIVE","2025-02-02T16:31:26.029Z","2025-01-24T08:50:12.886Z","true",NA,NA,"false","NORTH_AMERICA","EUROPE","USA","United States","USA.14_1","Illinois","USA.14.56_1","Macon","","","NE"
-89.66,39.76,1264852767,NA,NA,NA,"CC0_1_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MATERIAL_CITATION",NA,NA,NA,3343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NORTH_AMERICA",NA,NA,NA,"US",NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aedes albopictus (Skuse, 1894)",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Insecta","Diptera",NA,"Culicidae",NA,NA,NA,"Aedes","Aedes",NA,NA,"albopictus",NA,NA,"SPECIES",NA,NA,NA,"ACCEPTED",NA,NA,"33614778-513a-4ec0-814d-125021cca5fe","GB","2025-02-02T16:31:26.041Z",NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_UNPARSABLE",NA,"true","false",1651430,1651430,1,54,216,811,3346,7924646,NA,1651430,"Aedes albopictus","Aedes albopictus (Skuse, 1894)","Aedes albopictus",NA,"DWC_ARCHIVE","2025-02-02T16:31:26.041Z","2025-01-24T08:50:12.886Z","true",NA,NA,"false","NORTH_AMERICA","EUROPE","USA","United States","USA.14_1","Illinois","USA.14.85_1","Sangamon","","","NE"
