decimalLongitude,decimalLatitude,presence,cropped_bioclim_stack,wc2.1_5m_bio_1,wc2.1_5m_bio_10,wc2.1_5m_bio_11,wc2.1_5m_bio_12,wc2.1_5m_bio_13,wc2.1_5m_bio_14,wc2.1_5m_bio_15,wc2.1_5m_bio_16,wc2.1_5m_bio_17,wc2.1_5m_bio_18,wc2.1_5m_bio_19,wc2.1_5m_bio_2,wc2.1_5m_bio_3,wc2.1_5m_bio_4,wc2.1_5m_bio_5,wc2.1_5m_bio_6,wc2.1_5m_bio_7,wc2.1_5m_bio_8,wc2.1_5m_bio_9
-89.7193806450728,40.1867696608824,0,11.06570816040039,11.06570816040039,23.193666458129883,-2.5231666564941406,916.0,102.0,39.0,26.77654457092285,290.0,144.0,276.0,144.0,11.639082908630371,29.38568878173828,1038.2266845703125,30.349998474121094,-9.258000373840332,39.60799789428711,21.284332275390625,-2.5231666564941406
-88.9230584181188,42.0661136515475,0,8.743000030517578,8.743000030517578,21.402666091918945,-5.2855000495910645,921.0,111.0,29.0,35.77457046508789,316.0,117.0,316.0,117.0,11.414666175842285,28.10871124267578,1076.927978515625,28.5,-12.109000205993652,40.60900115966797,21.402666091918945,-5.2855000495910645
-87.6272576241976,40.0653972348474,0,10.938250541687012,10.938250541687012,22.835834503173828,-2.2028331756591797,1031.0,112.0,50.0,25.4654483795166,334.0,171.0,323.0,171.0,11.399333000183105,29.528892517089844,1008.5932006835938,29.899999618530273,-8.703999519348145,38.604000091552734,20.867834091186523,-2.2028331756591797
-88.6319352469443,38.1173059130584,0,12.962666511535645,12.962666511535645,24.2363338470459,0.643500030040741,1106.0,117.0,69.0,19.040822982788086,343.0,230.0,271.0,230.0,11.87600040435791,31.708229064941406,949.7172241210938,31.51300048828125,-5.940999984741211,37.454002380371094,12.864500045776367,0.643500030040741
-90.3177330681787,39.7885372595175,0,11.33720874786377,11.33720874786377,23.332000732421875,-2.008333444595337,961.0,118.0,36.0,29.51711654663086,316.0,142.0,282.0,142.0,11.799083709716797,29.90592384338379,1021.0620727539062,30.645999908447266,-8.808000564575195,39.454002380371094,17.092166900634766,-2.008333444595337
-88.9182181331571,37.5670646214528,0,13.277667045593262,13.277667045593262,24.26183319091797,1.3454999923706055,1196.0,125.0,78.0,16.715669631958008,364.0,253.0,291.0,269.0,11.398500442504883,31.2099552154541,922.294189453125,31.21500015258789,-5.307000160217285,36.52199935913086,13.125166893005371,19.806833267211914
-89.6086823812555,38.5925334092131,0,12.539833068847656,12.539833068847656,24.24933433532715,-0.1901666671037674,976.0,105.0,50.0,19.524993896484375,296.0,185.0,265.0,185.0,11.481499671936035,30.02170181274414,984.2421875,31.3439998626709,-6.900000095367432,38.24399948120117,17.883167266845703,-0.1901666671037674
-89.9890771999315,38.7035638590838,0,12.59000015258789,12.59000015258789,24.2988338470459,-0.14566664397716522,973.0,103.0,51.0,19.251802444458008,293.0,183.0,272.0,183.0,11.264833450317383,29.537033081054688,983.813720703125,31.301000595092773,-6.836999893188477,38.13800048828125,17.970333099365234,-0.14566664397716522
-89.2683227215327,40.9130788029616,0,10.086708068847656,10.086708068847656,22.398500442504883,-3.6466665267944336,946.0,104.0,38.0,28.866077423095703,304.0,140.0,288.0,140.0,11.742416381835938,29.32671546936035,1051.0894775390625,29.647001266479492,-10.392999649047852,40.040000915527344,20.45050048828125,-3.6466665267944336
-88.997946537099,40.0985155722446,0,10.895291328430176,10.895291328430176,22.959333419799805,-2.436000108718872,993.0,111.0,43.0,25.69561195373535,310.0,163.0,296.0,163.0,11.509249687194824,29.3775691986084,1024.21435546875,30.177000045776367,-9.0,39.177001953125,21.002666473388672,-2.436000108718872
-90.2910080663893,39.8395986357841,0,11.287541389465332,11.287541389465332,23.318666458129883,-2.1054999828338623,958.0,116.0,37.0,29.079143524169922,313.0,142.0,282.0,142.0,11.831417083740234,29.940826416015625,1024.1768798828125,30.645999908447266,-8.869999885559082,39.51599884033203,21.35733413696289,-2.1054999828338623
-88.8429681840897,39.485682821911,0,11.591416358947754,11.591416358947754,23.439666748046875,-1.5513334274291992,1005.0,106.0,52.0,21.839052200317383,314.0,181.0,292.0,181.0,11.709166526794434,30.07131004333496,1008.1528930664062,30.719999313354492,-8.218000411987305,38.9379997253418,21.47249984741211,-1.5513334274291992
-89.4139648054994,39.5912294175452,0,11.577208518981934,11.577208518981934,23.450166702270508,-1.627833366394043,970.0,108.0,47.0,23.682964324951172,306.0,166.0,285.0,166.0,11.805749893188477,30.223108291625977,1010.4193725585938,30.788999557495117,-8.27299976348877,39.0620002746582,17.258832931518555,-1.627833366394043
